timestamp,op,latency_ms,error
2026-09-22T18:52:13.317574+00:00,write,527.8,
2026-09-22T18:52:14.149689+00:00,scan_read,832.1,
2026-09-22T18:52:14.446471+00:00,point_read,296.8,
2026-09-22T18:52:14.695409+00:00,point_read,248.9,
2026-09-22T18:52:15.157139+00:00,write,461.7,
2026-09-22T18:52:15.699892+00:00,point_read,542.8,
2026-09-22T18:52:16.251315+00:00,point_read,551.4,
2026-09-22T18:52:18.110179+00:00,scan_read,1858.9,
2026-09-22T18:52:18.955476+00:00,write,844.8,
2026-09-22T18:52:19.768733+00:00,scan_read,812.3,
2026-09-22T18:52:20.123136+00:00,point_read,354.4,
2026-09-22T18:52:21.304754+00:00,scan_read,1181.6,
2026-09-22T18:52:22.150597+00:00,write,845.8,
2026-09-22T18:52:24.341366+00:00,write,2189.8,
2026-09-22T18:52:24.975977+00:00,point_read,634.1,
2026-09-22T18:52:25.770056+00:00,point_read,794.1,
2026-09-22T18:52:26.334387+00:00,point_read,564.3,
2026-09-22T18:52:26.884187+00:00,point_read,549.8,
2026-09-22T18:52:27.909578+00:00,scan_read,1025.4,
2026-09-22T18:52:28.426647+00:00,point_read,517.1,
2026-09-22T18:52:29.320741+00:00,point_read,894.1,
2026-09-22T18:52:29.901043+00:00,point_read,579.3,
2026-09-22T18:52:30.463690+00:00,write,562.6,
2026-09-22T18:52:31.086786+00:00,point_read,623.1,
2026-09-22T18:52:31.689576+00:00,point_read,602.8,
2026-09-22T18:52:32.084014+00:00,point_read,394.4,
2026-09-22T18:52:32.764174+00:00,scan_read,680.2,
2026-09-22T18:52:33.459540+00:00,scan_read,695.4,
2026-09-22T18:52:33.782526+00:00,point_read,323.0,
2026-09-22T18:52:34.035132+00:00,point_read,252.1,
2026-09-22T18:52:34.433270+00:00,write,398.1,
2026-09-22T18:52:34.908370+00:00,write,475.1,
2026-09-22T18:52:35.558968+00:00,point_read,649.5,
2026-09-22T18:52:35.877063+00:00,point_read,318.1,
2026-09-22T18:52:36.120480+00:00,point_read,243.4,
2026-09-22T18:52:36.353161+00:00,point_read,232.7,
2026-09-22T18:52:36.893246+00:00,scan_read,539.6,
2026-09-22T18:52:37.357420+00:00,write,463.6,
2026-09-22T18:52:37.909676+00:00,point_read,552.3,
2026-09-22T18:52:38.183119+00:00,point_read,273.4,
2026-09-22T18:52:38.662996+00:00,write,479.9,
2026-09-22T18:52:39.107984+00:00,scan_read,445.0,
2026-09-22T18:52:39.434691+00:00,point_read,326.7,
2026-09-22T18:52:39.758462+00:00,point_read,323.8,
2026-09-22T18:52:40.155342+00:00,point_read,396.9,
2026-09-22T18:52:40.393257+00:00,point_read,237.9,
2026-09-22T18:52:40.798361+00:00,write,398.7,
2026-09-22T18:52:41.036515+00:00,point_read,238.2,
2026-09-22T18:52:41.499897+00:00,write,463.4,
2026-09-22T18:52:41.853712+00:00,point_read,353.8,
2026-09-22T18:52:42.485350+00:00,scan_read,631.6,
2026-09-22T18:52:43.139049+00:00,scan_read,653.7,
2026-09-22T18:52:43.440099+00:00,point_read,301.0,
2026-09-22T18:52:44.387821+00:00,scan_read,947.7,
2026-09-22T18:52:44.704773+00:00,point_read,317.0,
2026-09-22T18:52:45.045387+00:00,point_read,340.6,
