timestamp,op,latency_ms,error
2026-09-23T07:26:21.687052+00:00,point_read,1684.1,
2026-09-23T07:26:24.569062+00:00,point_read,2881.5,
2026-09-23T07:26:24.989011+00:00,point_read,419.9,
2026-09-23T07:26:25.351579+00:00,point_read,362.6,
2026-09-23T07:26:25.671330+00:00,point_read,319.8,
2026-09-23T07:26:28.334715+00:00,scan_read,2663.4,
2026-09-23T07:26:29.071118+00:00,scan_read,736.4,
2026-09-23T07:26:29.497058+00:00,write,424.9,
2026-09-23T07:26:29.999014+00:00,scan_read,501.4,
2026-09-23T07:26:30.381393+00:00,point_read,382.4,
2026-09-23T07:26:30.715079+00:00,point_read,333.7,
2026-09-23T07:26:31.088451+00:00,point_read,372.8,
2026-09-23T07:26:31.434063+00:00,write,345.6,
2026-09-23T07:26:31.998386+00:00,scan_read,563.8,
2026-09-23T07:26:32.256981+00:00,point_read,258.6,
2026-09-23T07:26:32.548091+00:00,point_read,290.9,
2026-09-23T07:26:32.787526+00:00,point_read,239.4,
2026-09-23T07:26:33.025631+00:00,point_read,238.1,
2026-09-23T07:26:33.244272+00:00,point_read,218.6,
2026-09-23T07:26:33.462708+00:00,point_read,218.2,
2026-09-23T07:26:33.667802+00:00,point_read,205.1,
2026-09-23T07:26:34.013760+00:00,scan_read,346.0,
2026-09-23T07:26:34.380787+00:00,scan_read,367.0,
2026-09-23T07:26:34.769544+00:00,scan_read,388.8,
2026-09-23T07:26:35.043227+00:00,point_read,273.7,
2026-09-23T07:26:35.253508+00:00,point_read,210.3,
2026-09-23T07:26:35.463177+00:00,point_read,209.7,
2026-09-23T07:26:35.705357+00:00,point_read,242.2,
2026-09-23T07:26:35.986391+00:00,point_read,281.0,
2026-09-23T07:26:36.227463+00:00,point_read,240.5,
2026-09-23T07:26:36.546244+00:00,scan_read,318.8,
2026-09-23T07:26:36.989279+00:00,scan_read,443.0,
2026-09-23T07:26:37.319344+00:00,point_read,330.1,
2026-09-23T07:26:37.530572+00:00,write,211.2,
2026-09-23T07:26:37.772805+00:00,point_read,242.2,
2026-09-23T07:26:37.992365+00:00,write,219.6,
2026-09-23T07:26:38.361853+00:00,scan_read,369.5,
2026-09-23T07:26:38.579286+00:00,point_read,217.4,
2026-09-23T07:26:38.986049+00:00,point_read,406.8,
2026-09-23T07:26:39.484033+00:00,scan_read,498.0,
2026-09-23T07:26:39.807609+00:00,scan_read,323.1,
2026-09-23T07:26:40.170385+00:00,scan_read,362.8,
2026-09-23T07:26:40.465763+00:00,write,294.9,
2026-09-23T07:26:40.824485+00:00,scan_read,358.7,
2026-09-23T07:26:42.178534+00:00,point_read,1354.0,
2026-09-23T07:26:42.733458+00:00,scan_read,554.9,
2026-09-23T07:26:43.044513+00:00,write,310.6,
2026-09-23T07:26:43.298485+00:00,point_read,254.0,
2026-09-23T07:26:43.532269+00:00,point_read,233.8,
2026-09-23T07:26:43.803313+00:00,point_read,271.0,
2026-09-23T07:26:44.292285+00:00,scan_read,488.4,
2026-09-23T07:26:44.523797+00:00,write,230.5,
2026-09-23T07:26:44.756356+00:00,point_read,232.1,
2026-09-23T07:26:45.038307+00:00,write,282.0,
2026-09-23T07:26:45.271534+00:00,write,233.2,
2026-09-23T07:26:45.613036+00:00,scan_read,341.5,
2026-09-23T07:26:45.842482+00:00,point_read,229.4,
2026-09-23T07:26:46.330506+00:00,scan_read,488.0,
2026-09-23T07:26:46.697007+00:00,scan_read,366.5,
2026-09-23T07:26:46.951673+00:00,write,254.7,
2026-09-23T07:26:47.407845+00:00,scan_read,455.7,
2026-09-23T07:26:47.606796+00:00,point_read,199.0,
2026-09-23T07:26:47.827379+00:00,point_read,220.6,
2026-09-23T07:26:48.058089+00:00,write,230.7,
2026-09-23T07:26:48.324637+00:00,point_read,266.5,
2026-09-23T07:26:48.708849+00:00,point_read,384.2,
2026-09-23T07:26:49.302820+00:00,point_read,594.0,
2026-09-23T07:26:49.515171+00:00,write,212.4,
2026-09-23T07:26:49.741893+00:00,point_read,226.7,
2026-09-23T07:26:49.977201+00:00,point_read,235.3,
2026-09-23T07:26:50.329165+00:00,scan_read,352.0,
2026-09-23T07:26:50.585238+00:00,write,255.5,
2026-09-23T07:26:50.818246+00:00,write,233.0,
2026-09-23T07:26:51.298495+00:00,scan_read,480.2,
2026-09-23T07:26:51.497722+00:00,point_read,199.2,
2026-09-23T07:26:51.739133+00:00,point_read,241.4,
2026-09-23T07:26:51.996810+00:00,point_read,257.7,
2026-09-23T07:26:52.242378+00:00,point_read,245.0,
2026-09-23T07:26:52.483384+00:00,point_read,240.5,
2026-09-23T07:26:52.731721+00:00,write,248.3,
2026-09-23T07:26:52.947054+00:00,write,215.3,
2026-09-23T07:26:53.472093+00:00,scan_read,525.0,
2026-09-23T07:26:53.695665+00:00,write,223.6,
2026-09-23T07:26:53.924569+00:00,point_read,228.4,
2026-09-23T07:26:54.176800+00:00,point_read,252.2,
2026-09-23T07:26:54.423537+00:00,point_read,246.7,
2026-09-23T07:26:54.661559+00:00,write,238.0,
2026-09-23T07:26:54.877540+00:00,point_read,216.0,
2026-09-23T07:26:55.106131+00:00,point_read,228.6,
2026-09-23T07:26:55.513547+00:00,scan_read,406.4,
2026-09-23T07:26:55.840810+00:00,scan_read,326.7,
2026-09-23T07:26:56.064053+00:00,write,223.2,
2026-09-23T07:26:56.280470+00:00,point_read,216.4,
2026-09-23T07:26:56.496647+00:00,write,215.6,
2026-09-23T07:26:56.713762+00:00,point_read,217.1,
2026-09-23T07:26:57.104838+00:00,scan_read,391.1,
2026-09-23T07:26:57.389027+00:00,point_read,284.2,
2026-09-23T07:26:57.636891+00:00,point_read,247.9,
2026-09-23T07:26:57.931154+00:00,point_read,293.7,
2026-09-23T07:26:58.199586+00:00,point_read,268.4,
2026-09-23T07:26:58.579064+00:00,scan_read,379.5,
2026-09-23T07:26:58.914762+00:00,point_read,335.2,
2026-09-23T07:26:59.234736+00:00,write,320.0,
2026-09-23T07:26:59.476888+00:00,write,242.2,
2026-09-23T07:26:59.733395+00:00,point_read,256.5,
2026-09-23T07:27:00.084329+00:00,point_read,350.9,
2026-09-23T07:27:00.470911+00:00,point_read,386.6,
2026-09-23T07:27:00.813510+00:00,write,342.6,
2026-09-23T07:27:01.175320+00:00,point_read,361.8,
2026-09-23T07:27:01.428403+00:00,write,253.1,
2026-09-23T07:27:01.645312+00:00,write,216.9,
2026-09-23T07:27:01.849168+00:00,point_read,203.9,
2026-09-23T07:27:02.075232+00:00,point_read,226.1,
2026-09-23T07:27:02.417346+00:00,point_read,342.1,
2026-09-23T07:27:02.692250+00:00,point_read,274.9,
2026-09-23T07:27:03.045478+00:00,scan_read,353.2,
2026-09-23T07:27:03.359529+00:00,scan_read,314.1,
2026-09-23T07:27:03.684322+00:00,scan_read,324.8,
2026-09-23T07:27:04.032924+00:00,scan_read,348.6,
2026-09-23T07:27:04.247254+00:00,write,214.3,
2026-09-23T07:27:04.660416+00:00,scan_read,413.2,
2026-09-23T07:27:04.876370+00:00,point_read,216.0,
2026-09-23T07:27:05.100691+00:00,write,224.3,
2026-09-23T07:27:05.309185+00:00,point_read,208.5,
2026-09-23T07:27:05.562810+00:00,point_read,253.6,
2026-09-23T07:27:05.897131+00:00,write,334.3,
2026-09-23T07:27:06.227742+00:00,point_read,330.6,
2026-09-23T07:27:06.548071+00:00,point_read,320.3,
2026-09-23T07:27:07.041436+00:00,point_read,493.4,
2026-09-23T07:27:07.381686+00:00,write,340.2,
2026-09-23T07:27:07.712681+00:00,scan_read,331.0,
2026-09-23T07:27:07.940196+00:00,write,227.5,
2026-09-23T07:27:08.159618+00:00,point_read,219.4,
2026-09-23T07:27:08.415476+00:00,write,255.9,
2026-09-23T07:27:08.619752+00:00,point_read,204.3,
2026-09-23T07:27:09.002003+00:00,write,382.3,
2026-09-23T07:27:09.468388+00:00,write,466.4,
2026-09-23T07:27:09.766822+00:00,write,298.4,
2026-09-23T07:27:10.181252+00:00,write,414.4,
2026-09-23T07:27:10.586993+00:00,write,404.7,
2026-09-23T07:27:10.988195+00:00,scan_read,401.2,
2026-09-23T07:27:11.207326+00:00,point_read,219.1,
2026-09-23T07:27:11.511409+00:00,point_read,304.1,
2026-09-23T07:27:11.855277+00:00,scan_read,343.9,
2026-09-23T07:27:12.191499+00:00,scan_read,336.2,
2026-09-23T07:27:12.421977+00:00,point_read,230.5,
2026-09-23T07:27:12.669784+00:00,write,247.8,
2026-09-23T07:27:13.032720+00:00,scan_read,362.9,
2026-09-23T07:27:13.399229+00:00,point_read,366.5,
2026-09-23T07:27:13.684308+00:00,point_read,285.1,
2026-09-23T07:27:13.933506+00:00,write,249.2,
2026-09-23T07:27:14.153458+00:00,point_read,219.9,
2026-09-23T07:27:14.492245+00:00,scan_read,338.8,
2026-09-23T07:27:14.706050+00:00,point_read,213.8,
2026-09-23T07:27:14.951003+00:00,point_read,245.0,
2026-09-23T07:27:15.287511+00:00,scan_read,336.5,
2026-09-23T07:27:15.485404+00:00,point_read,197.9,
2026-09-23T07:27:15.863428+00:00,scan_read,378.0,
2026-09-23T07:27:16.125860+00:00,point_read,262.4,
2026-09-23T07:27:16.332551+00:00,point_read,206.7,
2026-09-23T07:27:16.553462+00:00,write,220.9,
2026-09-23T07:27:16.775894+00:00,point_read,221.9,
2026-09-23T07:27:17.209056+00:00,scan_read,433.2,
2026-09-23T07:27:17.520302+00:00,scan_read,311.2,
2026-09-23T07:27:17.857186+00:00,scan_read,336.9,
2026-09-23T07:27:18.318343+00:00,scan_read,461.2,
